customerid,historical_recency,historical_orders,historical_items,historical_revenue,historical_aov,historical_lifetime_days,churn_probability,risk_level,retention_opportunity_score,retention_priority,future_churn
15241,2,7,1604,1411.52,201.6457142857143,210,0.22545508701437372,Low Risk,318.2343644225288,Monitor,0
15243,3,1,185,316.68,316.68,0,0.6016400713453638,Critical Risk,190.5273777936498,Standard Retention,1
15244,177,1,240,297.94,297.94,0,0.735458576750525,Critical Risk,219.1225283570514,Standard Retention,0
15245,63,3,1784,2515.84,838.6133333333333,127,0.49919847844799925,High Risk,1255.9035000186145,Standard Retention,1
15246,167,2,247,514.15,257.075,120,0.646678365103553,Critical Risk,332.4896814179918,Standard Retention,1
15247,51,1,160,356.0,356.0,0,0.6419119478832129,Critical Risk,228.5206534464238,Standard Retention,1
15249,20,11,3071,5639.34,512.6672727272727,164,0.10547440079640864,Low Risk,594.8060073872191,High Value - Low Risk,0
15251,20,8,5704,9695.82,1211.9775,150,0.17731333670787397,Low Risk,1719.1981963189385,High Value - Low Risk,0
15252,112,1,99,300.55,300.55,0,0.688642863834003,Critical Risk,206.9716127253096,Standard Retention,0
15253,17,3,600,640.6,213.53333333333333,81,0.4736450843766599,High Risk,303.41704105168833,Standard Retention,0
15254,56,1,275,300.36,300.36,0,0.6451256959838888,Critical Risk,193.76995404572085,Standard Retention,1
15256,77,1,55,98.45,98.45,0,0.658395532321043,Critical Risk,64.81904015700668,Standard Retention,1
15257,212,1,46,317.15,317.15,0,0.7588000886959807,Critical Risk,240.65344812993027,Standard Retention,1
15258,97,2,142,623.16,311.58,48,0.6102000203299042,Critical Risk,380.2522446687831,Standard Retention,1
15260,29,7,885,1810.77,258.68142857142857,272,0.22648175818322816,Low Risk,410.10637326544406,Monitor,1
15261,64,1,270,254.82,254.82,0,0.6507877125597983,Critical Risk,165.8337249144878,Standard Retention,1
15262,252,1,73,178.95000000000002,178.95000000000002,0,0.7819109231520579,Critical Risk,139.92295969806077,Standard Retention,1
15263,35,1,89,156.51,156.51,0,0.6254819077613838,Critical Risk,97.89417338373417,Standard Retention,1
15265,80,2,612,1506.1200000000001,753.0600000000001,84,0.5888614713074792,High Risk,886.8960391656207,Standard Retention,1
15266,267,1,18,119.3,119.3,0,0.7900210992738224,Critical Risk,94.249517143367,Standard Retention,1
15267,84,2,704,1407.76,703.88,27,0.6087714558004502,Critical Risk,857.0041046176418,Standard Retention,0
15270,46,5,1017,1850.29,370.058,192,0.35093346453528973,Moderate Risk,649.3286800950012,Monitor,0
15271,23,10,786,1592.58,159.25799999999998,270,0.12837899694591035,Low Risk,204.45382295611788,Monitor,0
15272,15,1,182,298.96000000000004,298.96000000000004,0,0.6113954846057724,Critical Risk,182.78279407774176,Standard Retention,0
15279,283,1,189,290.51,290.51,0,0.8012604326869798,Critical Risk,232.77416829989448,Standard Retention,1
15280,101,1,154,113.12,113.12,0,0.6774109145640026,Critical Risk,76.62872265547998,Standard Retention,1
15281,65,8,1128,2191.78,273.9725,196,0.22378888585908252,Low Risk,490.49600424821995,Monitor,0
15288,84,4,721,2006.36,501.59,209,0.4321628550316117,High Risk,867.0742658212245,Standard Retention,0
15289,66,2,768,697.98,348.99,111,0.5659600554938697,High Risk,395.0287995336112,Standard Retention,0
15290,8,13,2255,4459.87,343.06692307692305,279,0.06075597719497327,Low Risk,270.96376001254544,Monitor,0
15291,23,12,1457,3685.02,307.085,278,0.08038796494571607,Low Risk,296.2312585842626,Monitor,0
15292,130,1,55,178.39,178.39,0,0.7001675116037277,Critical Risk,124.90288239498898,Standard Retention,1
15296,38,5,1275,2599.4900000000002,519.898,217,0.3346990248298521,Moderate Risk,870.0467680549523,Monitor,0
15298,21,7,2120,3358.2200000000003,479.7457142857143,273,0.2154428039697354,Low Risk,723.5043331472449,Monitor,0
15299,93,5,2578,3035.01,607.0020000000001,208,0.38081306195615316,Moderate Risk,1155.7714511675445,Monitor,0
15301,1,11,2301,4446.1900000000005,404.19909090909096,295,0.08860176582936605,Low Risk,393.94028521286907,Monitor,0
15303,219,1,248,574.02,574.02,0,0.7667214927053957,Critical Risk,440.11347124275125,Standard Retention,1
15304,14,7,86,582.5,83.21428571428571,282,0.22012257057190512,Low Risk,128.22139735813474,Monitor,0
15306,21,2,512,657.07,328.535,55,0.5435011038859642,High Risk,357.1182703303505,Standard Retention,0
15307,24,1,37,205.3,205.3,0,0.6171664835512095,Critical Risk,126.70427907306332,Standard Retention,1
15308,203,1,175,310.47,310.47,0,0.7529668076439242,Critical Risk,233.77360476920916,Standard Retention,1
15311,2,70,30679,48338.85,690.555,300,3.6695320068470763e-08,Low Risk,0.001773809572491798,High Value - Low Risk,0
15312,4,4,516,924.85,231.2125,279,0.3483346711696122,Moderate Risk,322.15732063121584,Monitor,1
15313,39,1,25,52.0,52.0,0,0.6269604258762115,Critical Risk,32.601942145562994,Standard Retention,1
15314,128,1,313,327.97,327.97,0,0.7011476900001534,Critical Risk,229.95540788935034,Standard Retention,1
15315,45,1,262,233.54,233.54,0,0.6351077682530563,Critical Risk,148.32306819781874,Standard Retention,0
15316,255,1,100,165.0,165.0,0,0.7835505479578347,Critical Risk,129.28584041304273,Standard Retention,1
15319,212,1,175,204.5,204.5,0,0.7574074954669148,Critical Risk,154.88983282298406,Standard Retention,1
15321,220,1,545,1159.47,1159.47,0,0.7749565603117897,Critical Risk,898.5388829847109,Standard Retention,0
15322,14,1,416,679.68,679.68,0,0.617241624451043,Critical Risk,419.5267873068849,Standard Retention,1
15325,32,1,231,161.74,161.74,0,0.6232232606891269,Critical Risk,100.8001301838594,Standard Retention,1
15326,262,1,386,311.71,311.71,0,0.789625918681681,Critical Risk,246.13429511226676,Standard Retention,1
15329,63,2,386,754.0,377.0,37,0.5854247655377182,High Risk,441.4102732154395,Standard Retention,0
15332,295,4,652,1661.06,415.265,3,0.6738178046230389,Critical Risk,1119.251802547145,Standard Retention,1
15333,137,1,344,1028.56,1028.56,0,0.7180391216499287,Critical Risk,738.5463189642506,Standard Retention,1
15334,85,3,273,350.82,116.94,16,0.5530684286586148,High Risk,194.02746614201524,Standard Retention,1
15339,247,1,159,257.9,257.9,0,0.779929709637755,Critical Risk,201.14387211557698,Standard Retention,0
15341,9,1,812,2020.52,2020.52,0,0.6359785415094993,Critical Risk,1285.0073626907736,Standard Retention,1
15342,58,1,283,406.09000000000003,406.09000000000003,0,0.6484702663428141,Critical Risk,263.3372904591534,Standard Retention,1
15343,16,1,84,364.5,364.5,0,0.6132577834145215,Critical Risk,223.5324620545931,Standard Retention,1
15344,3,1,91,308.69,308.69,0,0.6014178577254354,Critical Risk,185.65167850126466,Standard Retention,0
15346,261,1,144,252.42000000000002,252.42000000000002,0,0.7881808506482932,Critical Risk,198.95261032064218,Standard Retention,1
15347,295,1,130,201.60000000000002,201.60000000000002,0,0.806862708955849,Critical Risk,162.66352212549918,Standard Retention,1
15348,1,1,84,158.04,158.04,0,0.5971292816847981,High Risk,94.37031167746548,Standard Retention,1
15349,87,2,321,463.91,231.955,29,0.6069775110621832,Critical Risk,281.58293715685744,Standard Retention,1
15350,302,1,51,115.65,115.65,0,0.8096725266067891,Critical Risk,93.63862770207517,Standard Retention,1
15351,8,2,342,876.24,438.12,290,0.46082090795372044,High Risk,403.789712385368,Standard Retention,0
15353,183,2,341,770.12,385.06,113,0.6622804992838655,Critical Risk,510.03545810849045,Standard Retention,1
15356,0,9,1549,2567.9900000000002,285.33222222222224,296,0.13828311605701024,Low Risk,355.1096592032418,Monitor,0
15358,3,18,5868,6734.86,374.1588888888889,291,0.018741670946188976,Low Risk,126.22252998865028,High Value - Low Risk,0
15361,290,1,336,418.92,418.92,0,0.8066750129741515,Critical Risk,337.93229643513155,Standard Retention,1
15363,301,1,144,326.0,326.0,0,0.8115032803633765,Critical Risk,264.5500693984607,Standard Retention,1
15364,24,2,493,913.19,456.595,158,0.5155768760623279,High Risk,470.8196474513573,Standard Retention,1
15365,10,4,875,1945.15,486.2875,233,0.36329622201275497,Moderate Risk,706.6656462481103,Monitor,0
15366,4,2,621,602.51,301.255,282,0.45900959061214136,High Risk,276.5578684397213,Standard Retention,1
15367,174,2,750,1416.18,708.09,29,0.6805283203458333,Critical Risk,963.7505967073623,Standard Retention,0
15370,0,5,798,2039.25,407.85,261,0.29615626033046283,Low Risk,603.9366538788963,Monitor,0
15372,66,1,2924,2007.4,2007.4,0,0.6824877071812091,Critical Risk,1370.0258233955592,Standard Retention,1
15373,44,9,354,1686.9,187.43333333333334,255,0.16748326267358613,Low Risk,282.52751580407244,Monitor,0
15374,57,1,126,168.0,168.0,0,0.6436267487562787,Critical Risk,108.12929379105482,Standard Retention,1
15376,46,2,533,977.22,488.61,105,0.5512669378973634,High Risk,538.7090770520614,Standard Retention,0
15379,98,7,2305,3703.29,529.0414285714286,189,0.2835569899477635,Low Risk,1050.093765303653,Monitor,1
15380,15,3,272,1004.56,334.8533333333333,279,0.4113859931332588,High Risk,413.26191326194646,Standard Retention,0
15381,142,2,171,596.85,298.425,54,0.6453370784967257,Critical Risk,385.1694353007708,Standard Retention,1
15382,13,5,3305,4709.9,941.9799999999999,210,0.3102959319779281,Moderate Risk,1461.4628100228435,Monitor,0
15384,98,2,596,642.41,321.205,189,0.5696907236517333,High Risk,365.97501778111,Standard Retention,1
15386,115,1,446,394.14,394.14,0,0.6926083139910165,Critical Risk,272.98464087641923,Standard Retention,1
15388,199,1,88,140.54,140.54,0,0.7479915576133619,Critical Risk,105.12273350698187,Standard Retention,1
15389,101,1,400,500.0,500.0,0,0.683645026722469,Critical Risk,341.8225133612345,Standard Retention,1
15392,17,2,716,665.46,332.73,271,0.47406049830194824,High Risk,315.4682992000145,Standard Retention,0
15393,210,1,94,124.10000000000001,124.10000000000001,0,0.7549926571644663,Critical Risk,93.69458875411027,Standard Retention,0
15394,7,3,772,1854.14,618.0466666666667,280,0.40395873289066186,High Risk,748.9960450018918,Standard Retention,1
15395,254,1,17,107.45,107.45,0,0.7821985644190624,Critical Risk,84.04723574682826,Standard Retention,1
15396,41,1,122,288.18,288.18,0,0.6326334046989429,Critical Risk,182.31229456614136,Standard Retention,1
15397,218,1,20,94.0,94.0,0,0.7597098399416025,Critical Risk,71.41272495451064,Standard Retention,1
15398,7,1,375,634.85,634.85,0,0.6106138168207612,Critical Risk,387.64818160866025,Standard Retention,0
15399,8,1,139,305.17,305.17,0,0.6056041863855044,Critical Risk,184.81222955926438,Standard Retention,0
15400,21,5,390,716.2,143.24,186,0.33710901689056255,Moderate Risk,241.43747789702093,Monitor,1
15402,77,2,694,626.77,313.385,47,0.5941735312813873,High Risk,372.4101442012351,Standard Retention,1
15405,118,1,193,349.1,349.1,0,0.6939600533812885,Critical Risk,242.26145463540783,Standard Retention,1
15406,230,1,130,252.29,252.29,0,0.7694161801276351,Critical Risk,194.11600808440107,Standard Retention,0
15407,112,3,329,740.73,246.91,121,0.5443195774217899,High Risk,403.19384058364244,Standard Retention,0
15408,193,1,106,267.18,267.18,0,0.7457362232862638,Critical Risk,199.24580413762396,Standard Retention,1
15410,13,8,1200,3450.84,431.355,177,0.19193637419856083,Low Risk,662.3417175393616,Monitor,1
15411,53,2,155,382.21000000000004,191.10500000000002,58,0.5689873767125617,High Risk,217.47266525330824,Standard Retention,0
15412,100,1,108,190.53,190.53,0,0.677818452358498,Critical Risk,129.14474972786462,Standard Retention,1
15414,171,1,12,36.2,36.2,0,0.7274621034232536,Critical Risk,26.33412814392178,Standard Retention,0
15415,242,1,551,559.61,559.61,0,0.7808807066161662,Critical Risk,436.98865222947273,Standard Retention,1
15416,84,3,1698,3144.33,1048.11,127,0.516944742549577,High Risk,1625.4448623409114,Standard Retention,0
15417,14,1,284,508.8,508.8,0,0.6142241112687626,Critical Risk,312.5172278135464,Standard Retention,1
15421,144,3,379,739.36,246.45333333333335,94,0.5801792047760975,High Risk,428.96129684325547,Standard Retention,0
15422,252,2,38,97.7,48.85,0,0.7394993782919548,Critical Risk,72.24908925912398,Standard Retention,1
15424,183,2,554,383.34,191.67,0,0.691507292326114,Critical Risk,265.0824054402925,Standard Retention,1
15426,186,2,255,634.13,317.065,112,0.6643802508643826,Critical Risk,421.3034484806309,Standard Retention,0
15429,4,1,309,243.06,243.06,0,0.6013284647488361,Critical Risk,146.1588966418521,Standard Retention,0
15433,142,2,534,533.3,266.65,53,0.6457124699497107,Critical Risk,344.35846022418065,Standard Retention,1
15434,36,3,479,587.28,195.76,93,0.4865679736345877,High Risk,285.75163955612067,Standard Retention,0
15436,163,1,246,484.1,484.1,0,0.7284323977887078,Critical Risk,352.63412376951345,Standard Retention,0
15437,191,1,79,200.16,200.16,0,0.7434664713051669,Critical Risk,148.81224889644218,Standard Retention,1
15438,60,1,59,156.57999999999998,156.57999999999998,0,0.6457956446406397,Critical Risk,101.11868203783135,Standard Retention,1
15440,65,2,125,237.66,118.83,72,0.5745436666815847,High Risk,136.54604782354542,Standard Retention,0
15442,177,1,120,594.0,594.0,0,0.7394822317645108,Critical Risk,439.2524456681194,Standard Retention,1
15443,2,3,541,1054.34,351.44666666666666,246,0.410333617303746,High Risk,432.6311460680315,Standard Retention,0
15445,193,1,58,113.5,113.5,0,0.7436060670978225,Critical Risk,84.39928861560286,Standard Retention,1
15447,259,1,85,155.17000000000002,155.17000000000002,0,0.7857963650326109,Critical Risk,121.93202196211024,Standard Retention,1
15448,241,1,232,494.64,494.64,0,0.7792724202092689,Critical Risk,385.45930993231275,Standard Retention,1
15449,114,2,516,647.7,323.85,76,0.616634569526994,Critical Risk,399.3942106826341,Standard Retention,0
15452,0,2,220,403.08000000000004,201.54000000000002,192,0.4819043855052582,High Risk,194.2460197094595,Standard Retention,0
15453,21,4,357,701.2,175.3,95,0.4161990763391138,High Risk,291.8387923289866,Standard Retention,0
15454,291,1,86,179.1,179.1,0,0.8043833647090769,Critical Risk,144.06506061939567,Standard Retention,1
15456,212,3,633,434.59,144.86333333333332,75,0.6428796562925803,Critical Risk,279.3890698281924,Standard Retention,1
15457,191,1,132,237.07,237.07,0,0.7440090759356142,Critical Risk,176.38223163205603,Standard Retention,1
15460,283,1,107,214.26,214.26,0,0.8003387619405693,Critical Risk,171.48058313338638,Standard Retention,1
15462,23,3,172,234.6,78.2,92,0.47552681512988687,High Risk,111.55859082947146,Standard Retention,1
15464,267,1,348,1044.65,1044.65,0,0.8010174462560417,Critical Risk,836.782875231374,Standard Retention,1
15465,11,16,987,6419.08,401.1925,287,0.02979176125583222,Low Risk,191.2356988420875,High Value - Low Risk,0
15466,14,1,246,334.53,334.53,0,0.6112241369197965,Critical Risk,204.47281052377951,Standard Retention,1
15467,74,2,235,402.56,201.28,7,0.602216879281627,Critical Risk,242.4284269236118,Standard Retention,1
15469,49,1,128,304.3,304.3,0,0.6394128790994519,Critical Risk,194.57333910996323,Standard Retention,0
15472,42,1,251,371.56,371.56,0,0.634949658776956,Critical Risk,235.92189521516576,Standard Retention,1
15475,6,1,319,454.11,454.11,0,0.6066388135633584,Critical Risk,275.48075162725667,Standard Retention,1
15480,45,1,303,905.5,905.5,0,0.6462378883266306,Critical Risk,585.168407879764,Standard Retention,1
15482,94,4,675,1928.3,482.075,193,0.44586551829815213,High Risk,859.7624789343267,Standard Retention,0
15483,90,4,291,225.26,56.315,105,0.4744860063996283,High Risk,106.88271780158027,Standard Retention,1
15484,7,1,1476,1632.62,1632.62,0,0.6284572157944358,Critical Risk,1026.0318196503117,Standard Retention,0
15485,265,2,578,1268.13,634.065,37,0.7433071607717314,Critical Risk,942.6101097894558,Standard Retention,0
15488,21,1,73,91.32000000000001,91.32000000000001,0,0.6127671589910799,Critical Risk,55.95789695906542,Standard Retention,1
15489,140,1,220,348.26,348.26,0,0.7101339678650146,Critical Risk,247.31125564866997,Standard Retention,0
15491,24,6,1646,3100.09,516.6816666666667,140,0.29245496930933623,Low Risk,906.6367258061802,Monitor,1
15492,3,1,327,487.74,487.74,0,0.6047047549001235,Critical Risk,294.93869715498624,Standard Retention,0
15493,78,3,358,1286.95,428.98333333333335,120,0.5143710785850908,High Risk,661.9698595850826,Standard Retention,0
15494,50,1,1071,1119.88,1119.88,0,0.6543868277622936,Critical Risk,732.8347206744374,Standard Retention,0
15497,248,1,528,970.6,970.6,0,0.7893942275883832,Critical Risk,766.1860372972848,Standard Retention,0
15498,13,21,4853,10183.55,484.93095238095236,281,0.008909789299928124,Low Risk,90.73328482528304,High Value - Low Risk,0
15500,10,1,154,406.02000000000004,406.02000000000004,0,0.6090184727202264,Critical Risk,247.27368029386633,Standard Retention,0
15502,18,8,3875,6276.03,784.50375,279,0.1662007609449132,Low Risk,1043.0809617131035,High Value - Low Risk,0
15503,291,1,70,141.04,141.04,0,0.8039439694192807,Critical Risk,113.38825744689534,Standard Retention,1
15504,10,1,33,52.83,52.83,0,0.6028609855932581,Critical Risk,31.849145868891824,Standard Retention,1
15505,13,4,1598,2730.38,682.595,70,0.4113902892491088,High Risk,1123.2518179599817,Standard Retention,0
15506,67,1,144,208.77,208.77,0,0.6523230637618926,Critical Risk,136.18548602157034,Standard Retention,0
15507,100,1,160,475.86,475.86,0,0.6823137306938991,Critical Risk,324.68581188799885,Standard Retention,1
15508,118,6,440,1000.27,166.71166666666667,46,0.40262939238727574,High Risk,402.7381023232203,Standard Retention,1
15510,259,1,2,250.0,250.0,0,0.7868865793345557,Critical Risk,196.72164483363895,Standard Retention,1
15511,14,1,42,202.9,202.9,0,0.608795361232582,Critical Risk,123.5245787940909,Standard Retention,0
15512,84,2,68,121.0,60.5,203,0.5509231676941876,High Risk,66.6617032909967,Standard Retention,1
15513,23,17,4424,11352.14,667.7729411764706,278,0.02157157500489824,Low Risk,244.8835394761055,High Value - Low Risk,0
15514,154,6,1184,2501.94,416.99,138,0.3983370285854154,Moderate Risk,996.6153452989943,Monitor,0
15517,162,1,293,267.03,267.03,0,0.7246764064705128,Critical Risk,193.510340819821,Standard Retention,1
15518,53,7,1117,1603.86,229.12285714285713,208,0.25745186085342986,Low Risk,412.916741548382,Monitor,0
15521,23,7,1470,2326.78,332.3971428571429,160,0.24548482750584233,Low Risk,571.1891869440439,Monitor,0
15522,16,1,315,259.05,259.05,0,0.6116690934544541,Critical Risk,158.45287865937632,Standard Retention,0
15523,13,1,132,412.01000000000005,412.01000000000005,0,0.6116077195358915,Critical Risk,251.9884965259827,Standard Retention,1
15525,302,1,113,274.93,274.93,0,0.811462538886974,Critical Risk,223.09539581619575,Standard Retention,0
15527,18,6,617,1608.34,268.0566666666667,264,0.26373450360299133,Low Risk,424.1747515248351,Monitor,0
15528,183,1,123,229.33,229.33,0,0.7385054575758346,Critical Risk,169.36145658586616,Standard Retention,1
15529,16,9,2829,3198.47,355.3855555555555,278,0.14618522315618163,Low Risk,467.5690507083522,Monitor,0
15530,78,3,654,1163.69,387.8966666666667,97,0.5218178538950361,High Risk,607.2342183991146,Standard Retention,0
15532,60,3,371,1214.49,404.83,226,0.46617086753277626,High Risk,566.1598569098815,Standard Retention,0
15533,11,2,183,554.74,277.37,6,0.549012919246628,High Risk,304.5594268228744,Standard Retention,0
15535,102,4,135,502.9,125.725,154,0.46893423013575103,High Risk,235.8270243352692,Standard Retention,1
15537,92,1,29,110.92,110.92,0,0.6703237442632068,Critical Risk,74.3523097136749,Standard Retention,1
15541,43,1,49,85.13000000000001,85.13000000000001,0,0.6308160074052303,Critical Risk,53.70136671040726,Standard Retention,1
15543,217,1,86,127.86,127.86,0,0.7595571493427431,Critical Risk,97.11697711496313,Standard Retention,1
15544,48,7,2212,2772.37,396.05285714285714,252,0.23930360443010715,Low Risk,663.4381338138961,Monitor,0
15545,300,1,75,135.32999999999998,135.32999999999998,0,0.8088196724854737,Critical Risk,109.45756627745915,Standard Retention,0
15547,11,11,3117,3699.18,336.2890909090909,280,0.09528386554857106,Low Risk,352.4721697599631,Monitor,0
15549,6,3,694,1681.46,560.4866666666667,239,0.4153710417803892,High Risk,698.4297919120532,Standard Retention,1
15550,35,3,252,433.28,144.42666666666665,195,0.4544482479572089,High Risk,196.90333687489945,Standard Retention,1
15552,146,1,60,90.12,90.12,0,0.7105378395261528,Critical Risk,64.03367009809689,Standard Retention,1
15554,206,1,74,217.2,217.2,0,0.7536117008342883,Critical Risk,163.6844614212074,Standard Retention,1
15555,7,11,2964,3162.83,287.53,291,0.09431449943608632,Low Risk,298.30072825143685,Monitor,0
15561,78,3,95,449.66999999999996,149.89,65,0.5317772371999223,High Risk,239.12427025168904,Standard Retention,0
15562,280,1,39,134.55,134.55,0,0.7976868823227505,Critical Risk,107.3287700165261,Standard Retention,1
15563,129,2,742,735.62,367.81,158,0.6057556359840981,Critical Risk,445.60596094262223,Standard Retention,0
15568,2,1,169,228.31,228.31,0,0.599262108889181,High Risk,136.81753208048892,Standard Retention,0
15569,32,5,666,1375.71,275.142,228,0.33167633223973286,Moderate Risk,456.2904470255229,Monitor,1
15570,70,9,1135,2809.98,312.22,227,0.181296203706117,Low Risk,509.4387064901146,Monitor,0
15571,7,1,77,202.35,202.35,0,0.6029447241645685,Critical Risk,122.00586493470043,Standard Retention,0
15572,38,4,687,1552.79,388.1975,168,0.40651369264306164,High Risk,631.2303967992196,Standard Retention,0
15573,14,1,217,404.09,404.09,0,0.6123831212857529,Critical Risk,247.45789548035987,Standard Retention,0
15574,106,4,332,675.64,168.91,194,0.4598286417716121,High Risk,310.678623526572,Standard Retention,1
15577,80,3,89,258.88,86.29333333333334,154,0.5064448682244107,High Risk,131.10844748593544,Standard Retention,1
15578,91,1,52,127.1,127.1,0,0.6698227281523057,Critical Risk,85.13446874815806,Standard Retention,1
15579,242,1,55,195.35,195.35,0,0.776053074016425,Critical Risk,151.60196800910862,Standard Retention,0
15581,49,13,283,3675.77,282.7515384615385,245,0.07350899743735746,Low Risk,270.20216751031546,Monitor,1
15582,29,2,407,541.51,270.755,120,0.5301223978142877,High Risk,287.06657964041494,Standard Retention,0
15584,1,2,123,288.43,144.215,89,0.5138574831089893,High Risk,148.21191385312576,Standard Retention,0
15585,105,1,320,455.3,455.3,0,0.6859214710591695,Critical Risk,312.30004577323984,Standard Retention,1
15587,18,3,276,801.72,267.24,262,0.4192077123546964,High Risk,336.0872071490072,Standard Retention,0
15589,184,3,243,478.53,159.51,54,0.6256610910490047,Critical Risk,299.3976018996802,Standard Retention,1
15594,10,3,866,1506.43,502.1433333333334,153,0.44500868677698635,High Risk,670.3744360214556,Standard Retention,0
15596,29,5,561,1406.59,281.318,264,0.31944460150059006,Moderate Risk,449.32758202471496,Monitor,1
15599,133,1,361,448.83,448.83,0,0.706653383009393,Critical Risk,317.1672378961058,Standard Retention,0
15601,18,12,4131,5817.02,484.7516666666667,283,0.07450409303076691,Low Risk,433.3917992418318,High Value - Low Risk,0
15602,129,5,345,542.95,108.59,167,0.432830807089069,High Risk,235.00548670901003,Standard Retention,0
15603,7,1,96,48.480000000000004,48.480000000000004,0,0.6003168125841981,Critical Risk,29.103359074081926,Standard Retention,1
15605,18,4,318,894.78,223.695,283,0.3583726544190172,Moderate Risk,320.6646837210482,Monitor,0
15606,48,8,762,2439.38,304.9225,205,0.21037120047069405,Low Risk,513.1752990042016,Monitor,0
15607,265,1,202,104.76,104.76,0,0.7887947747364974,Critical Risk,82.63414060139547,Standard Retention,1
15608,49,1,230,285.68,285.68,0,0.6391934962431427,Critical Risk,182.60479800674102,Standard Retention,0
15609,113,1,148,298.48,298.48,0,0.689403405917834,Critical Risk,205.7731285983551,Standard Retention,1
15611,32,8,257,947.14,118.3925,230,0.20255162147166864,Low Risk,191.84474276067624,Monitor,0
15615,34,19,3837,7367.85,387.7815789473684,253,0.01700669558307207,Low Risk,125.30278205173755,High Value - Low Risk,0
15618,21,3,215,419.041,139.68033333333332,44,0.4883435204620155,High Risk,204.63595715792343,Standard Retention,0
15620,149,2,600,875.01,437.505,137,0.6288084669060651,Critical Risk,550.213696627476,Standard Retention,0
15622,15,8,1568,3327.61,415.95125,195,0.19034540668364952,Low Risk,633.395278734579,Monitor,0
15623,70,1,125,301.03000000000003,301.03000000000003,0,0.6561879566481165,Critical Risk,197.5322605897825,Standard Retention,1
15624,45,4,357,588.13,147.0325,139,0.4239508198194556,High Risk,249.3381956604164,Standard Retention,1
15625,32,4,1188,1534.26,383.565,131,0.41291549812115236,High Risk,633.5197321473593,Standard Retention,1
15626,3,2,766,675.8,337.9,254,0.46709067222809847,High Risk,315.6598762917489,Standard Retention,1
15628,27,5,1058,1625.4,325.08000000000004,268,0.31635987761167206,Moderate Risk,514.2113450700118,Monitor,0
15630,133,1,280,396.86,396.86,0,0.7058167592828414,Critical Risk,280.1104390889884,Standard Retention,0
15632,50,6,1304,2351.84,391.97333333333336,153,0.31166854487545026,Moderate Risk,732.9945505798789,Monitor,0
15636,18,2,284,724.76,362.38,192,0.49897424546557895,High Risk,361.63657414363297,Standard Retention,1
15639,63,1,323,425.32,425.32,0,0.6528110798550305,Critical Risk,277.6536084839416,Standard Retention,1
15640,7,12,5139,9361.0,780.0833333333334,293,0.06411044265009483,Low Risk,600.1378536475377,High Value - Low Risk,0
15641,34,4,1562,1887.2,471.8,253,0.3780216471134806,Moderate Risk,713.4024524325606,Monitor,1
15643,120,3,246,664.0,221.33333333333334,90,0.5606720847516655,High Risk,372.2862642751059,Standard Retention,1
15644,95,4,550,803.54,200.885,94,0.4805556088392503,High Risk,386.1456539266912,Standard Retention,1
15646,86,3,394,447.64000000000004,149.21333333333334,214,0.4934068535044522,High Risk,220.868643902733,Standard Retention,1
15648,133,2,218,639.5,319.75,62,0.6359854399366939,Critical Risk,406.71268883951575,Standard Retention,1
15649,265,2,192,816.0,408.0,31,0.7431399732638093,Critical Risk,606.4022181832684,Standard Retention,1
15651,189,1,238,227.32,227.32,0,0.7426111046322632,Critical Risk,168.81035630500608,Standard Retention,0
15652,20,1,208,337.74,337.74,0,0.6162421443167378,Critical Risk,208.12962182153504,Standard Retention,1
15653,21,2,1200,877.44,438.72,23,0.5546864155689154,High Risk,486.7040484767892,Standard Retention,1
15655,172,1,324,560.6700000000001,560.6700000000001,0,0.7357685004042778,Critical Risk,412.52332512166646,Standard Retention,1
15656,107,3,202,563.63,187.87666666666667,105,0.5448860102307969,High Risk,307.11410194638404,Standard Retention,0
15658,119,5,242,1024.1000000000001,204.82000000000002,182,0.4174149747096274,High Risk,427.4746756001295,Standard Retention,1
15660,14,7,872,1256.5,179.5,280,0.21810868267303146,Low Risk,274.053559778664,Monitor,0
15661,246,2,236,309.8,154.9,21,0.731145135583052,Critical Risk,226.50876300362953,Standard Retention,1
15663,35,1,106,138.14,138.14,0,0.6251882106976077,Critical Risk,86.36349942576751,Standard Retention,1
15665,97,2,1654,2222.21,1111.105,74,0.6096728465733379,Critical Risk,1354.821096383737,Standard Retention,1
15668,146,1,72,76.32000000000001,76.32000000000001,0,0.7103435202984749,Critical Risk,54.21341746917961,Standard Retention,1
15669,32,3,262,565.54,188.51333333333332,160,0.4623790192209176,High Risk,261.4938305301977,Standard Retention,0
15670,225,1,91,173.05,173.05,0,0.765239014868901,Critical Risk,132.42461152306333,Standard Retention,1
15671,23,5,1185,1972.89,394.57800000000003,176,0.33675129055707703,Moderate Risk,664.3732536271517,Monitor,0
15673,17,4,1451,2726.23,681.5575,238,0.3656594415747272,Moderate Risk,996.8717394042685,Monitor,1
15674,2,5,1275,2446.6,489.32,181,0.3172598839604113,Moderate Risk,776.2080320975423,Monitor,1
15675,10,3,527,323.69,107.89666666666666,198,0.4322275232429445,High Risk,139.9077269985087,Standard Retention,1
15676,212,1,555,897.8,897.8,0,0.766683100073005,Critical Risk,688.3280872455439,Standard Retention,0
15679,83,2,398,260.26,130.13,28,0.6032515090871857,Critical Risk,157.00223775503096,Standard Retention,0
