customer_id,country,total_orders,total_items,total_revenue,average_order_value,first_purchase_date,last_purchase_date,recency,frequency,churn_status
15149,United Kingdom,1,128,520.80,520.80,2011-07-29,2011-07-29,133,1,Churned
15150,United Kingdom,10,3642,5291.33,529.13,2011-03-15,2011-11-22,17,10,Active
15152,United Kingdom,13,2704,4745.69,365.05,2011-06-05,2011-11-30,9,13,Active
15153,United Kingdom,1,198,329.25,329.25,2011-11-08,2011-11-08,31,1,Active
15154,United Kingdom,1,89,254.28,254.28,2011-09-25,2011-09-25,75,1,At Risk
15156,United Kingdom,3,597,961.49,320.50,2011-11-06,2011-12-08,1,3,Active
15157,United Kingdom,3,2392,1936.07,645.36,2010-12-16,2011-12-06,3,3,Active
15158,United Kingdom,1,198,401.40,401.40,2011-10-25,2011-10-25,45,1,Active
15159,United Kingdom,30,11441,18641.01,621.37,2010-12-13,2011-12-08,1,30,Active
15160,United Kingdom,1,84,158.16,158.16,2010-12-17,2010-12-17,357,1,Churned
15163,United Kingdom,2,186,304.47,152.24,2011-05-31,2011-11-21,18,2,Active
15164,United Kingdom,3,351,824.58,274.86,2011-01-04,2011-10-02,68,3,At Risk
15165,United Kingdom,1,160,487.75,487.75,2010-12-01,2010-12-01,373,1,Churned
15167,United Kingdom,1,65,158.80,158.80,2011-01-23,2011-01-23,320,1,Churned
15168,United Kingdom,1,52,106.56,106.56,2011-11-14,2011-11-14,25,1,Active
15171,United Kingdom,1,290,1289.50,1289.50,2011-01-12,2011-01-12,331,1,Churned
15172,United Kingdom,5,1611,1624.05,324.81,2011-04-17,2011-12-01,8,5,Active
15174,United Kingdom,1,145,135.75,135.75,2011-01-21,2011-01-21,322,1,Churned
15175,United Kingdom,1,454,224.14,224.14,2011-09-29,2011-09-29,71,1,At Risk
15178,United Kingdom,1,30,40.50,40.50,2011-03-24,2011-03-24,260,1,Churned
15179,United Kingdom,5,1938,2206.95,441.39,2011-01-24,2011-11-21,18,5,Active
15180,United Kingdom,1,36,87.50,87.50,2010-12-07,2010-12-07,367,1,Churned
15181,United Kingdom,3,544,689.48,229.83,2011-03-15,2011-10-04,66,3,At Risk
15182,United Kingdom,2,253,622.85,311.43,2011-03-16,2011-07-08,154,2,Churned
15184,United Kingdom,2,199,402.20,201.10,2011-06-02,2011-11-10,29,2,Active
15185,United Kingdom,1,666,310.62,310.62,2011-09-30,2011-09-30,70,1,At Risk
15186,United Kingdom,2,215,411.41,205.71,2011-06-24,2011-11-25,14,2,Active
15187,United Kingdom,16,1887,4777.18,298.57,2011-05-11,2011-12-08,1,16,Active
15189,United Kingdom,41,6149,16225.39,395.74,2011-01-11,2011-12-08,1,41,Active
15192,United Kingdom,3,918,1044.32,348.11,2010-12-09,2011-08-12,119,3,At Risk
15193,United Kingdom,1,144,499.32,499.32,2011-10-10,2011-10-10,60,1,Active
15194,United Kingdom,15,5703,7616.53,507.77,2010-12-06,2011-12-06,3,15,Active
15195,United Kingdom,1,1404,3861.00,3861.00,2011-12-07,2011-12-07,2,1,Active
15197,United Kingdom,3,469,1079.61,359.87,2010-12-16,2011-11-29,10,3,Active
15198,United Kingdom,2,120,193.64,96.82,2011-08-07,2011-09-08,92,2,At Risk
15199,United Kingdom,4,396,1268.70,317.18,2011-02-04,2011-10-11,59,4,Active
15201,United Kingdom,5,1210,1236.54,247.31,2011-04-06,2011-09-13,87,5,At Risk
15203,United Kingdom,6,1753,1827.80,304.63,2011-02-01,2011-11-14,25,6,Active
15204,United Kingdom,1,258,316.58,316.58,2010-12-17,2010-12-17,357,1,Churned
15205,United Kingdom,2,378,653.24,326.62,2011-08-04,2011-09-15,85,2,At Risk
15206,United Kingdom,4,162,420.30,105.08,2011-03-09,2011-11-29,10,4,Active
15208,United Kingdom,5,316,870.12,174.02,2010-12-21,2011-12-08,1,5,Active
15210,United Kingdom,1,228,331.18,331.18,2011-04-28,2011-04-28,225,1,Churned
15211,United Kingdom,2,240,894.41,447.21,2010-12-09,2011-10-10,60,2,Active
15212,United Kingdom,1,36,101.80,101.80,2011-04-12,2011-04-12,241,1,Churned
15213,United Kingdom,2,272,328.35,164.18,2011-01-14,2011-01-25,318,2,Churned
15214,United Kingdom,8,1254,1661.44,207.68,2011-04-11,2011-12-08,1,8,Active
15215,United Kingdom,3,225,734.94,244.98,2011-09-04,2011-10-24,46,3,Active
15216,United Kingdom,1,28,96.60,96.60,2011-09-13,2011-09-13,87,1,At Risk
15218,United Kingdom,11,3329,5756.89,523.35,2011-01-25,2011-11-29,10,11,Active
15219,United Kingdom,1,45,305.75,305.75,2011-06-16,2011-06-16,176,1,Churned
15220,United Kingdom,6,1393,1778.96,296.49,2011-03-04,2011-10-19,51,6,Active
15221,United Kingdom,1,43,403.25,403.25,2010-12-08,2010-12-08,366,1,Churned
15222,United Kingdom,1,440,585.00,585.00,2011-01-25,2011-01-25,318,1,Churned
15223,United Kingdom,2,213,755.75,377.88,2011-04-04,2011-04-28,225,2,Churned
15224,United Kingdom,2,152,322.08,161.04,2010-12-12,2010-12-16,358,2,Churned
15225,United Kingdom,1,226,409.40,409.40,2011-04-19,2011-04-19,234,1,Churned
15226,United Kingdom,1,71,154.41,154.41,2011-02-02,2011-02-02,310,1,Churned
15227,United Kingdom,5,750,1219.40,243.88,2011-01-26,2011-11-03,36,5,Active
15228,United Kingdom,4,2255,3386.71,846.68,2011-02-18,2011-10-04,66,4,At Risk
15230,United Kingdom,2,351,429.60,214.80,2011-04-13,2011-04-14,239,2,Churned
15232,United Kingdom,2,686,612.06,306.03,2011-07-22,2011-08-18,113,2,At Risk
15234,United Kingdom,1,196,197.00,197.00,2011-03-08,2011-03-08,276,1,Churned
15235,United Kingdom,12,1324,2247.51,187.29,2010-12-01,2011-05-06,217,12,Churned
15236,United Kingdom,1,269,321.05,321.05,2011-02-14,2011-02-14,298,1,Churned
15237,United Kingdom,4,1071,1412.32,353.08,2011-04-26,2011-12-08,1,4,Active
15238,United Kingdom,3,692,1071.99,357.33,2011-06-08,2011-11-10,29,3,Active
15239,United Kingdom,2,594,780.59,390.30,2011-09-22,2011-11-29,10,2,Active
15240,United Kingdom,5,1369,1706.57,341.31,2011-02-01,2011-10-26,44,5,Active
15241,United Kingdom,8,1818,1756.44,219.56,2011-03-01,2011-10-04,66,8,At Risk
15243,United Kingdom,1,185,316.68,316.68,2011-09-26,2011-09-26,74,1,At Risk
15244,United Kingdom,2,405,631.57,315.79,2011-04-05,2011-10-05,65,2,At Risk
15245,United Kingdom,3,1784,2515.84,838.61,2011-03-23,2011-07-28,134,3,Churned
15246,United Kingdom,2,247,514.15,257.08,2010-12-16,2011-04-15,238,2,Churned
15247,United Kingdom,1,160,356.00,356.00,2011-08-09,2011-08-09,122,1,Churned
15249,United Kingdom,13,3577,6688.46,514.50,2011-03-28,2011-11-08,31,13,Active
15251,United Kingdom,11,6171,10484.99,953.18,2011-04-12,2011-11-30,9,11,Active
15252,United Kingdom,2,522,740.78,370.39,2011-06-09,2011-11-03,36,2,Active
15253,United Kingdom,5,866,918.20,183.64,2011-06-23,2011-11-23,16,5,Active
15254,United Kingdom,1,275,300.36,300.36,2011-08-04,2011-08-04,127,1,Churned
15255,United Kingdom,1,489,890.85,890.85,2011-10-04,2011-10-04,66,1,At Risk
15256,United Kingdom,1,55,98.45,98.45,2011-07-14,2011-07-14,148,1,Churned
15257,United Kingdom,1,46,317.15,317.15,2011-03-01,2011-03-01,283,1,Churned
15258,United Kingdom,2,142,623.16,311.58,2011-05-06,2011-06-24,168,2,Churned
15260,United Kingdom,7,885,1810.77,258.68,2010-12-02,2011-08-31,100,7,At Risk
15261,United Kingdom,1,270,254.82,254.82,2011-07-27,2011-07-27,135,1,Churned
15262,United Kingdom,1,73,178.95,178.95,2011-01-20,2011-01-20,323,1,Churned
15263,United Kingdom,1,89,156.51,156.51,2011-08-25,2011-08-25,106,1,At Risk
15264,United Kingdom,1,265,393.74,393.74,2011-10-06,2011-10-06,64,1,At Risk
15265,United Kingdom,2,612,1506.12,753.06,2011-04-18,2011-07-11,151,2,Churned
15266,United Kingdom,1,18,119.30,119.30,2011-01-05,2011-01-05,338,1,Churned
15267,United Kingdom,5,944,1717.36,343.47,2011-06-10,2011-11-17,22,5,Active
15269,United Kingdom,1,26,408.80,408.80,2011-11-16,2011-11-16,23,1,Active
15270,United Kingdom,7,1521,2379.49,339.93,2011-02-02,2011-11-24,15,7,Active
15271,United Kingdom,15,1251,2493.34,166.22,2010-12-09,2011-12-02,7,15,Active
15272,United Kingdom,2,310,721.94,360.97,2011-09-14,2011-10-13,57,2,Active
15274,United Kingdom,2,619,716.57,358.29,2011-11-21,2011-12-05,4,2,Active
15275,United Kingdom,1,498,615.14,615.14,2011-11-02,2011-11-02,37,1,Active
15276,United Kingdom,1,61,128.63,128.63,2011-10-04,2011-10-04,66,1,At Risk
15277,United Kingdom,1,205,255.90,255.90,2011-10-24,2011-10-24,46,1,Active
15279,United Kingdom,1,189,290.51,290.51,2010-12-20,2010-12-20,354,1,Churned
15280,United Kingdom,1,154,113.12,113.12,2011-06-20,2011-06-20,172,1,Churned
15281,United Kingdom,9,1211,2332.15,259.13,2011-01-10,2011-10-12,58,9,Active
15286,United Kingdom,1,55,240.55,240.55,2011-10-21,2011-10-21,49,1,Active
15287,United Kingdom,2,433,486.69,243.35,2011-09-30,2011-11-17,22,2,Active
15288,United Kingdom,5,775,2306.52,461.30,2010-12-09,2011-10-27,43,5,Active
15289,United Kingdom,3,1008,939.78,313.26,2011-04-04,2011-11-10,29,3,Active
15290,United Kingdom,18,4501,7943.22,441.29,2010-12-15,2011-12-05,4,18,Active
15291,United Kingdom,15,2103,4668.30,311.22,2010-12-01,2011-11-14,25,15,Active
15292,United Kingdom,1,55,178.39,178.39,2011-05-22,2011-05-22,201,1,Churned
15296,United Kingdom,6,1766,3672.86,612.14,2011-01-17,2011-10-20,50,6,Active
15297,United Kingdom,3,292,641.94,213.98,2011-10-07,2011-11-29,10,3,Active
15298,United Kingdom,12,3116,4799.90,399.99,2010-12-08,2011-12-07,2,12,Active
15299,United Kingdom,7,2948,4507.01,643.86,2010-12-02,2011-10-03,67,7,At Risk
15300,United Kingdom,1,292,496.44,496.44,2011-10-06,2011-10-06,64,1,At Risk
15301,United Kingdom,12,2751,5049.95,420.83,2010-12-06,2011-10-20,50,12,Active
15303,United Kingdom,1,248,574.02,574.02,2011-02-22,2011-02-22,290,1,Churned
15304,United Kingdom,8,104,694.40,86.80,2010-12-06,2011-10-10,60,8,Active
15306,United Kingdom,3,810,1174.35,391.45,2011-07-14,2011-10-06,64,3,At Risk
15307,United Kingdom,1,37,205.30,205.30,2011-09-05,2011-09-05,95,1,At Risk
15308,United Kingdom,1,175,310.47,310.47,2011-03-10,2011-03-10,274,1,Churned
15311,United Kingdom,91,38147,60632.75,666.29,2010-12-01,2011-12-09,0,91,Active
15312,United Kingdom,4,516,924.85,231.21,2010-12-20,2011-09-25,75,4,At Risk
15313,United Kingdom,1,25,52.00,52.00,2011-08-21,2011-08-21,110,1,At Risk
15314,United Kingdom,1,313,327.97,327.97,2011-05-24,2011-05-24,199,1,Churned
15315,United Kingdom,2,862,570.50,285.25,2011-08-15,2011-10-06,64,2,At Risk
15316,United Kingdom,1,100,165.00,165.00,2011-01-17,2011-01-17,326,1,Churned
15318,United Kingdom,1,642,312.62,312.62,2011-12-06,2011-12-06,3,1,Active
15319,United Kingdom,1,175,204.50,204.50,2011-03-01,2011-03-01,283,1,Churned
15320,United Kingdom,1,326,267.13,267.13,2011-10-26,2011-10-26,44,1,Active
15321,United Kingdom,3,1181,2748.31,916.10,2011-02-21,2011-09-30,70,3,At Risk
15322,United Kingdom,1,416,679.68,679.68,2011-09-15,2011-09-15,85,1,At Risk
15325,United Kingdom,1,231,161.74,161.74,2011-08-28,2011-08-28,103,1,At Risk
15326,United Kingdom,1,386,311.71,311.71,2011-01-10,2011-01-10,333,1,Churned
15327,United Kingdom,1,116,208.75,208.75,2011-10-18,2011-10-18,52,1,Active
15329,United Kingdom,3,486,1049.70,349.90,2011-06-21,2011-10-31,39,3,Active
15330,United Kingdom,2,1312,714.96,357.48,2011-10-10,2011-11-07,32,2,Active
15332,Lithuania,4,652,1661.06,415.27,2010-12-05,2010-12-08,366,4,Churned
15333,United Kingdom,1,344,1028.56,1028.56,2011-05-15,2011-05-15,208,1,Churned
15334,United Kingdom,3,273,350.82,116.94,2011-06-19,2011-07-06,156,3,Churned
15335,United Kingdom,1,79,170.22,170.22,2011-10-17,2011-10-17,53,1,Active
15339,United Kingdom,2,416,574.07,287.04,2011-01-25,2011-10-04,66,2,At Risk
15341,United Kingdom,1,812,2020.52,2020.52,2011-09-20,2011-09-20,80,1,At Risk
15342,United Kingdom,1,283,406.09,406.09,2011-08-02,2011-08-02,129,1,Churned
15343,United Kingdom,1,84,364.50,364.50,2011-09-13,2011-09-13,87,1,At Risk
15344,United Kingdom,3,116,563.94,187.98,2011-09-26,2011-12-09,0,3,Active
15345,United Kingdom,1,81,393.54,393.54,2011-10-25,2011-10-25,45,1,Active
15346,United Kingdom,1,144,252.42,252.42,2011-01-11,2011-01-11,332,1,Churned
15347,United Kingdom,1,130,201.60,201.60,2010-12-08,2010-12-08,366,1,Churned
15348,United Kingdom,1,84,158.04,158.04,2011-09-28,2011-09-28,72,1,At Risk
15349,United Kingdom,2,321,463.91,231.96,2011-06-05,2011-07-04,158,2,Churned
15350,United Kingdom,1,51,115.65,115.65,2010-12-01,2010-12-01,373,1,Churned
15351,United Kingdom,7,742,1934.66,276.38,2010-12-05,2011-11-27,12,7,Active
15353,United Kingdom,2,341,770.12,385.06,2010-12-07,2011-03-30,254,2,Churned
15355,United Kingdom,2,45,277.05,138.53,2011-10-17,2011-11-10,29,2,Active
15356,United Kingdom,10,1643,2718.03,271.80,2010-12-06,2011-11-08,31,10,Active
15358,United Kingdom,22,7050,8347.20,379.42,2010-12-09,2011-12-05,4,22,Active
15360,United Kingdom,1,223,427.93,427.93,2011-10-31,2011-10-31,39,1,Active
15361,United Kingdom,1,336,418.92,418.92,2010-12-13,2010-12-13,361,1,Churned
15363,United Kingdom,1,144,326.00,326.00,2010-12-02,2010-12-02,372,1,Churned
15364,United Kingdom,2,493,913.19,456.60,2011-03-30,2011-09-05,95,2,At Risk
15365,United Kingdom,7,1084,2314.32,330.62,2011-01-28,2011-11-14,25,7,Active
15366,United Kingdom,2,621,602.51,301.26,2010-12-16,2011-09-25,75,2,At Risk
15367,United Kingdom,4,1057,1877.59,469.40,2011-03-09,2011-10-13,57,4,Active
15368,United Kingdom,1,230,446.94,446.94,2011-11-18,2011-11-18,21,1,Active
15370,United Kingdom,7,830,2386.05,340.86,2011-01-11,2011-10-30,40,7,Active
15372,United Kingdom,1,2924,2007.40,2007.40,2011-07-25,2011-07-25,137,1,Churned
15373,United Kingdom,12,500,2415.91,201.33,2010-12-03,2011-12-01,8,12,Active
15374,United Kingdom,1,126,168.00,168.00,2011-08-03,2011-08-03,128,1,Churned
15376,United Kingdom,3,615,1221.56,407.19,2011-05-01,2011-10-30,40,3,Active
15379,United Kingdom,7,2305,3703.29,529.04,2010-12-16,2011-06-23,169,7,Churned
15380,United Kingdom,5,376,1690.26,338.05,2010-12-09,2011-12-01,8,5,Active
15381,United Kingdom,2,171,596.85,298.43,2011-03-16,2011-05-10,213,2,Churned
15382,United Kingdom,6,4012,5955.71,992.62,2011-02-17,2011-11-25,14,6,Active
15384,United Kingdom,2,596,642.41,321.21,2010-12-15,2011-06-23,169,2,Churned
15385,United Kingdom,1,161,316.88,316.88,2011-10-30,2011-10-30,40,1,Active
15386,United Kingdom,1,446,394.14,394.14,2011-06-06,2011-06-06,186,1,Churned
15388,Canada,1,88,140.54,140.54,2011-03-14,2011-03-14,270,1,Churned
15389,United Kingdom,1,400,500.00,500.00,2011-06-20,2011-06-20,172,1,Churned
15392,United Kingdom,4,1277,1535.53,383.88,2010-12-14,2011-12-05,4,4,Active
15393,United Kingdom,2,150,231.86,115.93,2011-03-03,2011-11-23,16,2,Active
15394,United Kingdom,4,910,2183.54,545.89,2010-12-16,2011-11-30,9,4,Active
15395,United Kingdom,1,17,107.45,107.45,2011-01-18,2011-01-18,325,1,Churned
15396,United Kingdom,1,122,288.18,288.18,2011-08-19,2011-08-19,112,1,At Risk
15397,United Kingdom,1,20,94.00,94.00,2011-02-23,2011-02-23,289,1,Churned
15398,United Kingdom,2,769,1345.53,672.77,2011-09-22,2011-11-23,16,2,Active
15399,United Kingdom,3,611,815.77,271.92,2011-09-21,2011-12-08,1,3,Active
15400,United Kingdom,5,390,716.20,143.24,2011-03-06,2011-09-08,92,5,At Risk
15402,United Kingdom,2,694,626.77,313.39,2011-05-27,2011-07-14,148,2,Churned
15405,United Kingdom,1,193,349.10,349.10,2011-06-03,2011-06-03,189,1,Churned
15406,United Kingdom,2,254,510.71,255.36,2011-02-11,2011-11-08,31,2,Active
15407,United Kingdom,4,552,1046.74,261.69,2011-02-07,2011-11-06,33,4,Active
15408,United Kingdom,1,106,267.18,267.18,2011-03-20,2011-03-20,264,1,Churned
15410,United Kingdom,8,1200,3450.84,431.36,2011-03-23,2011-09-16,84,8,At Risk
15411,United Kingdom,4,529,1348.93,337.23,2011-06-10,2011-11-13,26,4,Active
15412,United Kingdom,1,108,190.53,190.53,2011-06-21,2011-06-21,171,1,Churned
15414,United Kingdom,3,443,774.90,258.30,2011-04-11,2011-11-30,9,3,Active
15415,United Kingdom,1,551,559.61,559.61,2011-01-30,2011-01-30,313,1,Churned
15416,United Kingdom,4,2090,3984.32,996.08,2011-03-02,2011-10-06,64,4,At Risk
15417,United Kingdom,1,284,508.80,508.80,2011-09-15,2011-09-15,85,1,At Risk
15419,United Kingdom,1,230,135.86,135.86,2011-11-15,2011-11-15,24,1,Active
15421,United Kingdom,4,500,950.36,237.59,2011-02-02,2011-10-12,58,4,Active
15422,United Kingdom,2,38,97.70,48.85,2011-01-20,2011-01-20,323,2,Churned
15423,United Kingdom,1,101,43.50,43.50,2011-11-01,2011-11-01,38,1,Active
15424,United Kingdom,2,554,383.34,191.67,2011-03-30,2011-03-30,254,2,Churned
15426,United Kingdom,5,656,1404.07,280.81,2010-12-05,2011-11-20,19,5,Active
15427,United Kingdom,3,967,1430.54,476.85,2011-10-23,2011-11-06,33,3,Active
15428,United Kingdom,1,102,93.78,93.78,2011-11-24,2011-11-24,15,1,Active
15429,United Kingdom,2,380,397.35,198.68,2011-09-25,2011-11-13,26,2,Active
15432,United Kingdom,1,65,171.19,171.19,2011-11-16,2011-11-16,23,1,Active
15433,United Kingdom,2,534,533.30,266.65,2011-03-17,2011-05-10,213,2,Churned
15434,United Kingdom,5,647,1041.48,208.30,2011-05-23,2011-12-01,8,5,Active
15435,United Kingdom,1,54,149.29,149.29,2011-11-17,2011-11-17,22,1,Active
15436,United Kingdom,3,574,1067.75,355.92,2011-04-19,2011-11-27,12,3,Active
15437,United Kingdom,1,79,200.16,200.16,2011-03-22,2011-03-22,262,1,Churned
15438,United Kingdom,1,59,156.58,156.58,2011-07-31,2011-07-31,131,1,Churned
15440,United Kingdom,3,197,383.68,127.89,2011-05-15,2011-10-16,54,3,Active
15442,United Kingdom,1,120,594.00,594.00,2011-04-05,2011-04-05,248,1,Churned
15443,United Kingdom,7,1639,3213.59,459.08,2011-01-23,2011-12-08,1,7,Active
15444,United Kingdom,2,759,1411.21,705.61,2011-10-30,2011-11-30,9,2,Active
15445,United Kingdom,1,58,113.50,113.50,2011-03-20,2011-03-20,264,1,Churned
15447,United Kingdom,1,85,155.17,155.17,2011-01-13,2011-01-13,330,1,Churned
15448,United Kingdom,1,232,494.64,494.64,2011-01-31,2011-01-31,312,1,Churned
15449,United Kingdom,3,812,974.52,324.84,2011-03-23,2011-11-13,26,3,Active
15450,United Kingdom,1,376,429.84,429.84,2011-11-09,2011-11-09,30,1,Active
15452,United Kingdom,3,280,528.48,176.16,2011-03-20,2011-11-10,29,3,Active
15453,United Kingdom,7,837,1371.77,195.97,2011-06-05,2011-12-08,1,7,Active
15454,United Kingdom,1,86,179.10,179.10,2010-12-12,2010-12-12,362,1,Churned
15456,United Kingdom,3,633,434.59,144.86,2010-12-15,2011-03-01,283,3,Churned
15457,United Kingdom,1,132,237.07,237.07,2011-03-22,2011-03-22,262,1,Churned
15458,United Kingdom,1,156,161.64,161.64,2011-11-14,2011-11-14,25,1,Active
15460,United Kingdom,1,107,214.26,214.26,2010-12-20,2010-12-20,354,1,Churned
15462,United Kingdom,3,172,234.60,78.20,2011-06-05,2011-09-06,94,3,At Risk
15463,United Kingdom,1,106,126.14,126.14,2011-11-10,2011-11-10,29,1,Active
15464,United Kingdom,1,348,1044.65,1044.65,2011-01-05,2011-01-05,338,1,Churned
15465,United Kingdom,18,1257,7354.62,408.59,2010-12-05,2011-11-20,19,18,Active
15466,United Kingdom,1,246,334.53,334.53,2011-09-15,2011-09-15,85,1,At Risk
15467,United Kingdom,3,310,524.88,174.96,2011-07-10,2011-11-30,9,3,Active
15468,United Kingdom,2,155,467.51,233.76,2011-10-19,2011-10-19,51,2,Active
15469,United Kingdom,2,153,538.55,269.28,2011-08-11,2011-10-20,50,2,Active
15471,United Kingdom,1,256,454.48,454.48,2011-12-07,2011-12-07,2,1,Active
15472,United Kingdom,1,251,371.56,371.56,2011-08-18,2011-08-18,113,1,At Risk
15473,United Kingdom,7,672,1771.20,253.03,2011-10-10,2011-11-25,14,7,Active
15475,United Kingdom,1,319,454.11,454.11,2011-09-23,2011-09-23,77,1,At Risk
15478,United Kingdom,2,575,1399.92,699.96,2011-10-14,2011-10-30,40,2,Active
15480,Malta,1,303,905.50,905.50,2011-08-15,2011-08-15,116,1,At Risk
15482,United Kingdom,12,5004,10879.76,906.65,2010-12-16,2011-11-24,15,12,Active
15483,United Kingdom,4,291,225.26,56.32,2011-03-18,2011-07-01,161,4,Churned
15484,United Kingdom,4,3150,3590.41,897.60,2011-09-22,2011-12-08,1,4,Active
15485,United Kingdom,3,1281,2564.50,854.83,2010-12-01,2011-11-09,30,3,Active
15488,United Kingdom,1,73,91.32,91.32,2011-09-08,2011-09-08,92,1,At Risk
15489,United Kingdom,3,608,1134.28,378.09,2011-05-12,2011-11-17,22,3,Active
15491,United Kingdom,6,1646,3100.09,516.68,2011-04-18,2011-09-05,95,6,At Risk
15492,United Kingdom,2,483,659.46,329.73,2011-09-26,2011-11-11,28,2,Active
15493,United Kingdom,5,551,1953.41,390.68,2011-03-14,2011-11-07,32,5,Active
15494,United Kingdom,2,1139,1280.58,640.29,2011-08-10,2011-11-18,21,2,Active
15497,United Kingdom,2,624,1262.20,631.10,2011-01-24,2011-11-22,17,2,Active
15498,United Kingdom,27,6105,13316.40,493.20,2010-12-08,2011-12-07,2,27,Active
15500,United Kingdom,4,572,1131.56,282.89,2011-09-19,2011-12-01,8,4,Active
15502,United Kingdom,12,4236,10384.93,865.41,2010-12-05,2011-11-24,15,12,Active
15503,United Kingdom,1,70,141.04,141.04,2010-12-12,2010-12-12,362,1,Churned
15504,United Kingdom,1,33,52.83,52.83,2011-09-19,2011-09-19,81,1,At Risk
15505,United Kingdom,5,2390,3610.96,722.19,2011-07-07,2011-10-18,52,5,Active
15506,United Kingdom,3,842,972.08,324.03,2011-07-24,2011-11-17,22,3,Active
15507,United Kingdom,1,160,475.86,475.86,2011-06-21,2011-06-21,171,1,Churned
15508,United Kingdom,6,440,1000.27,166.71,2011-04-18,2011-06-03,189,6,Churned
15510,United Kingdom,1,2,250.00,250.00,2011-01-13,2011-01-13,330,1,Churned
15511,United Kingdom,5,269,900.53,180.11,2011-09-15,2011-11-28,11,5,Active
15512,United Kingdom,2,68,121.00,60.50,2010-12-15,2011-07-07,155,2,Churned
15513,United Kingdom,19,5709,14758.22,776.75,2010-12-01,2011-11-06,33,19,Active
15514,United Kingdom,11,2098,4023.72,365.79,2010-12-10,2011-11-27,12,11,Active
15516,United Kingdom,3,27,62.43,20.81,2011-10-24,2011-10-26,44,3,Active
15517,United Kingdom,1,293,267.03,267.03,2011-04-20,2011-04-20,233,1,Churned
15518,United Kingdom,8,1263,1921.55,240.19,2011-01-11,2011-10-06,64,8,At Risk
15520,United Kingdom,1,314,343.50,343.50,2011-12-08,2011-12-08,1,1,Active
15521,United Kingdom,8,1836,3000.20,375.03,2011-03-30,2011-10-30,40,8,Active
15522,United Kingdom,2,572,397.99,199.00,2011-09-13,2011-11-07,32,2,Active
15523,United Kingdom,1,132,412.01,412.01,2011-09-16,2011-09-16,84,1,At Risk
15524,United Kingdom,1,4,440.00,440.00,2011-11-15,2011-11-15,24,1,Active
15525,United Kingdom,3,387,734.37,244.79,2010-12-01,2011-12-07,2,3,Active
15526,United Kingdom,2,24,148.44,74.22,2011-11-06,2011-11-06,33,2,Active
15527,United Kingdom,8,991,2428.53,303.57,2010-12-20,2011-11-21,18,8,Active
15528,United Kingdom,1,123,229.33,229.33,2011-03-30,2011-03-30,254,1,Churned
15529,United Kingdom,11,3455,3962.60,360.24,2010-12-08,2011-11-17,22,11,Active
15530,United Kingdom,4,938,1497.31,374.33,2011-04-07,2011-11-18,21,4,Active
15531,United Kingdom,2,1085,1972.39,986.20,2011-11-09,2011-12-01,8,2,Active
15532,United Kingdom,4,515,1564.73,391.18,2010-12-16,2011-11-14,25,4,Active
15533,United Kingdom,3,289,807.57,269.19,2011-09-11,2011-11-20,19,3,Active
15535,United Kingdom,4,135,502.90,125.73,2011-01-16,2011-06-19,173,4,Churned
15537,United Kingdom,1,29,110.92,110.92,2011-06-29,2011-06-29,163,1,Churned
15539,United Kingdom,1,410,538.46,538.46,2011-12-02,2011-12-02,7,1,Active
15540,United Kingdom,1,200,213.30,213.30,2011-11-28,2011-11-28,11,1,Active
15541,United Kingdom,1,49,85.13,85.13,2011-08-17,2011-08-17,114,1,At Risk
15543,United Kingdom,1,86,127.86,127.86,2011-02-24,2011-02-24,288,1,Churned
15544,United Kingdom,9,3109,3546.71,394.08,2010-12-02,2011-11-30,9,9,Active
15545,United Kingdom,2,162,288.97,144.49,2010-12-03,2011-10-16,54,2,Active
15547,United Kingdom,14,3999,4910.60,350.76,2010-12-12,2011-12-02,7,14,Active
15549,United Kingdom,3,694,1681.46,560.49,2011-01-27,2011-09-23,77,3,At Risk
15550,United Kingdom,4,295,575.63,143.91,2011-02-11,2011-12-05,4,4,Active
15551,United Kingdom,1,218,436.06,436.06,2011-11-03,2011-11-03,36,1,Active
15552,United Kingdom,1,60,90.12,90.12,2011-05-06,2011-05-06,217,1,Churned
15553,United Kingdom,1,449,428.93,428.93,2011-10-10,2011-10-10,60,1,Active
15554,United Kingdom,1,74,217.20,217.20,2011-03-07,2011-03-07,277,1,Churned
15555,United Kingdom,16,4427,4794.86,299.68,2010-12-05,2011-11-27,12,16,Active
15556,United Kingdom,1,236,279.77,279.77,2011-11-15,2011-11-15,24,1,Active
15557,United Kingdom,1,213,468.91,468.91,2011-11-11,2011-11-11,28,1,Active
15561,United Kingdom,4,267,800.59,200.15,2011-05-08,2011-11-28,11,4,Active
15562,United Kingdom,1,39,134.55,134.55,2010-12-23,2010-12-23,351,1,Churned
15563,United Kingdom,4,1501,1400.44,350.11,2010-12-16,2011-11-17,22,4,Active
15565,United Kingdom,2,60,173.16,86.58,2011-09-30,2011-10-20,50,2,Active
15567,United Kingdom,1,223,186.01,186.01,2011-11-21,2011-11-21,18,1,Active
15568,United Kingdom,3,461,758.29,252.76,2011-09-27,2011-12-07,2,3,Active
15569,United Kingdom,5,666,1375.71,275.14,2011-01-11,2011-08-28,103,5,At Risk
15570,United Kingdom,12,2063,4148.82,345.74,2010-12-05,2011-12-02,7,12,Active
15571,United Kingdom,4,264,650.43,162.61,2011-09-22,2011-11-28,11,4,Active
